top_contributions,original_top_values,predicted_top_values,loss,label
"{""Fwd Seg Size Min"": {""ACK Flag Cnt"": 0.0003665404563863994, ""Dst Port"": 7.4503149310793455e-06, ""Protocol"": -1.5767407342830205e-08, ""Reconstruction Error"": 0.16630809612008018}, ""Protocol"": {""Dst Port"": 6.2682087790404265e-06, ""Protocol"": 9.178921196454749e-06, ""Flow Duration"": 7.388960343058805e-06, ""Reconstruction Error"": 0.11040600821225822}, ""Init Bwd Win Byts"": {""Dst Port"": 2.4884367100753187e-06, ""Protocol"": -6.394552219746563e-06, ""Flow Duration"": 5.140591800572581e-06, ""Reconstruction Error"": 0.01594432643147159}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 9.0626113375848e-06}","{""Fwd Seg Size Min"": 19.991493, ""Protocol"": 6.0015993, ""Init Bwd Win Byts"": 8275.286}",0.0003393159802615,Brute Force -Web
"{""Protocol"": {""PSH Flag Cnt"": 4.449929884113275e-05, ""Reconstruction Error"": 0.0032811494872301817}, ""Fwd Seg Size Min"": {""FIN Flag Cnt"": 0.0007362318440421061, ""URG Flag Cnt"": 0.000413440349666753, ""Reconstruction Error"": 7.0158990892249e-06}}","{""Protocol"": 1.0, ""Fwd Seg Size Min"": 0.16666666666666669}","{""Protocol"": 0.02621746, ""Fwd Seg Size Min"": 0.039527893}",0.0186324447871449,Brute Force -Web
"{""Protocol"": {""ECE Flag Cnt"": 0.0015365520366619004, ""RST Flag Cnt"": 0.0015252250609181569, ""PSH Flag Cnt"": 0.00023955342163420868, ""Reconstruction Error"": 0.0032811494872301817}}","{""Protocol"": 1.0}","{""Protocol"": 0.02621746}",0.0186324461734786,Brute Force -Web
"{""Fwd Seg Size Min"": {""Dst Port"": -7.362281217087235e-06, ""Protocol"": -8.462420408516296e-06, ""Flow Duration"": 7.797860168393188e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""PSH Flag Cnt"": 0.002866978078707505, ""Protocol"": 0.000821305691371497, ""Init Fwd Win Byts"": 0.0002745957638235347, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""FIN Flag Cnt"": 0.0032296416419404375, ""Fwd Seg Size Min"": 0.00314664231169032, ""PSH Flag Cnt"": 0.002359367881905492, ""Reconstruction Error"": 0.027419100629716812}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0187530517578125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.9375}",0.003551530319143,Brute Force -Web
"{""Fwd Seg Size Min"": {""PSH Flag Cnt"": 0.00027118930593614043, ""Init Fwd Win Byts"": 3.833815720701711e-05, ""Reconstruction Error"": 7.0158990892249e-06}}","{""Fwd Seg Size Min"": 0.16666666666666669}","{""Fwd Seg Size Min"": 0.039527893}",0.0186324492511435,Brute Force -Web
"{""Protocol"": {""Protocol"": 0.0006863992664627172, ""Fwd Seg Size Min"": 0.0005900882506955316, ""URG Flag Cnt"": 0.00035230168356207523, ""Reconstruction Error"": 0.0032811494872301817}, ""Fwd Seg Size Min"": {""ECE Flag Cnt"": 0.0055040509933086, ""RST Flag Cnt"": 0.005497991222783445, ""Init Bwd Win Byts"": 0.002537443913372119, ""Reconstruction Error"": 7.0158990892249e-06}}","{""Protocol"": 1.0, ""Fwd Seg Size Min"": 0.16666666666666669}","{""Protocol"": 0.02621746, ""Fwd Seg Size Min"": 0.039527893}",0.0186324492511435,Brute Force -Web
"{""Fwd Seg Size Min"": {""Fwd Seg Size Min"": 0.0009063570171780888, ""Init Fwd Win Byts"": 0.0002838158344615124, ""Dst Port"": -7.031531179356202e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Protocol"": -2.822507344390707e-06, ""Flow Duration"": 3.658139170853738e-06, ""Tot Fwd Pkts"": 5.690494710888139e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Bwd Pkt Len Std"": 0.00013957462726448466, ""Dst Port"": 8.737683522253291e-06, ""Protocol"": -9.055702862889233e-07, ""Reconstruction Error"": 0.027419100629716812}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0187530517578125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.9375}",0.0035413007676474,Brute Force -Web
"{""Protocol"": {""PSH Flag Cnt"": 0.0005264055934516146, ""Reconstruction Error"": 0.0032811494872301817}, ""Fwd Seg Size Min"": {""PSH Flag Cnt"": 0.0009155011839372993, ""Init Fwd Win Byts"": 6.671993097972367e-05, ""Reconstruction Error"": 7.0158990892249e-06}}","{""Protocol"": 1.0, ""Fwd Seg Size Min"": 0.16666666666666669}","{""Protocol"": 0.02621746, ""Fwd Seg Size Min"": 0.039527893}",0.018632449417508,Brute Force -Web
"{""Fwd Seg Size Min"": {""ACK Flag Cnt"": 1.4857140192954251e-05, ""Reconstruction Error"": 7.0158990892249e-06}}","{""Fwd Seg Size Min"": 0.16666666666666669}","{""Fwd Seg Size Min"": 0.039527893}",0.0186324493897809,Brute Force -Web
"{""Fwd Seg Size Min"": {""Dst Port"": 7.239149561146684e-06, ""Flow Duration"": -1.3715014455411763e-07, ""Tot Fwd Pkts"": -3.097147862268192e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Dst Port"": 2.8394378473022385e-09, ""Protocol"": -2.3839542419035795e-06, ""Flow Duration"": -6.981075272888312e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Bwd Pkt Len Min"": 0.00023289170659464457, ""Dst Port"": 9.626860210009729e-06, ""Protocol"": 5.554540924272087e-06, ""Reconstruction Error"": 0.027419100629716812}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0187530517578125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.9375}",0.003591810362291,Brute Force -Web
"{""Protocol"": {""Fwd Seg Size Min"": 0.00048747397954564277, ""Protocol"": 0.0004774630025060259, ""ACK Flag Cnt"": 0.00019637451363797826, ""Reconstruction Error"": 0.0032811494872301817}}","{""Protocol"": 1.0}","{""Protocol"": 0.02621746}",0.0186324462843836,Brute Force -Web
"{""Fwd Seg Size Min"": {""SYN Flag Cnt"": 0.0005794771842407019, ""Fwd PSH Flags"": 0.0005794745004268479, ""Bwd Pkts/s"": 0.00010287194066717927, ""Reconstruction Error"": 7.0158990892249e-06}}","{""Fwd Seg Size Min"": 0.16666666666666669}","{""Fwd Seg Size Min"": 0.039527893}",0.0186324436504085,Brute Force -Web
"{""Fwd Seg Size Min"": {""Protocol"": 0.0018438012532516624, ""Dst Port"": -2.001741510222845e-06, ""Flow Duration"": -7.126272367863434e-07, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Bwd IAT Tot"": 0.0007752696952206338, ""Bwd Pkt Len Min"": 0.0004885391370663179, ""Dst Port"": 0.0004088326064325012, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": 6.999559616860495e-06, ""Protocol"": 5.681287084210933e-06, ""Flow Duration"": 3.4135244626063058e-06, ""Reconstruction Error"": 0.027419100629716812}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0187530517578125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.9375}",0.0035743496549949,Brute Force -Web
"{""Protocol"": {""ECE Flag Cnt"": 0.0009047985255758728, ""RST Flag Cnt"": 0.0008989326569137368, ""ACK Flag Cnt"": 0.00014366369183742997, ""Reconstruction Error"": 0.0032811494872301817}, ""Fwd Seg Size Min"": {""SYN Flag Cnt"": 0.0006135078621808082, ""Fwd PSH Flags"": 0.0006135053985171939, ""Reconstruction Error"": 7.0158990892249e-06}}","{""Protocol"": 1.0, ""Fwd Seg Size Min"": 0.16666666666666669}","{""Protocol"": 0.02621746, ""Fwd Seg Size Min"": 0.039527893}",0.0186324436226828,Brute Force -Web
"{""Fwd Seg Size Min"": {""SYN Flag Cnt"": 0.0005794771842407019, ""Fwd PSH Flags"": 0.0005794745004268479, ""Bwd Pkts/s"": 0.00010287194066717927, ""Reconstruction Error"": 7.0158990892249e-06}}","{""Fwd Seg Size Min"": 0.16666666666666669}","{""Fwd Seg Size Min"": 0.039527893}",0.0186324436504085,Brute Force -Web
"{""Fwd Seg Size Min"": {""Dst Port"": -4.6190457386716924e-08, ""Protocol"": -8.945644850197877e-06, ""Flow Duration"": -2.835465788212446e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Bwd Pkt Len Min"": 0.00020282028434294018, ""Dst Port"": 9.351466537469467e-06, ""Protocol"": 6.6065727821002516e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Bwd Pkt Len Min"": 0.00034380718298197805, ""Dst Port"": 7.038630288240189e-06, ""Protocol"": 9.868219333627701e-06, ""Reconstruction Error"": 0.027419100629716812}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0187530517578125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.9375}",0.003562340706215,Brute Force -Web
"{""Fwd Seg Size Min"": {""Bwd Pkt Len Min"": 0.00018130385305464933, ""Dst Port"": 7.389203985889589e-06, ""Protocol"": 5.946547290328905e-06, ""Reconstruction Error"": 0.16630809612008018}, ""Protocol"": {""Dst Port"": 9.969451232991277e-06, ""Protocol"": 2.3848829072589335e-06, ""Flow Duration"": -3.932668207685878e-06, ""Reconstruction Error"": 0.11040600821225822}, ""Init Bwd Win Byts"": {""Dst Port"": 2.918288057244968e-06, ""Flow Duration"": -2.781600356084073e-06, ""Tot Fwd Pkts"": 2.4792331800778254e-06, ""Reconstruction Error"": 0.01594432643147159}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": -3.971623212371585e-07}","{""Fwd Seg Size Min"": 19.991493, ""Protocol"": 6.0015993, ""Init Bwd Win Byts"": 8275.286}",0.0003393159802615,Brute Force -Web
"{""Fwd Seg Size Min"": {""SYN Flag Cnt"": 0.0006326931169136367, ""Fwd PSH Flags"": 0.0006326893597669033, ""PSH Flag Cnt"": 0.00029636632200098415, ""Reconstruction Error"": 7.0158990892249e-06}}","{""Fwd Seg Size Min"": 0.16666666666666669}","{""Fwd Seg Size Min"": 0.039527893}",0.0186324463398363,Brute Force -Web
"{""Fwd Seg Size Min"": {""Dst Port"": 7.568620478051782e-06, ""Protocol"": 8.068194690705535e-06, ""Flow Duration"": -9.693509857155212e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Active Max"": 7.602967878726025e-05, ""Dst Port"": 1.4314483679832502e-06, ""Protocol"": 9.382851413043049e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Protocol"": 0.0013212192787052574, ""Flow Duration"": -5.378282316453893e-06, ""Tot Fwd Pkts"": -3.4212166403401004e-06, ""Reconstruction Error"": 0.027419793599380512}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.019317626953125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10852.075}",0.0033944488023473,Brute Force -XSS
"{""Fwd Seg Size Min"": {""Dst Port"": 9.498027041483825e-06, ""Protocol"": -6.796051140030959e-06, ""Flow Duration"": -6.680673810052431e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""RST Flag Cnt"": 0.0055864815653324795, ""ECE Flag Cnt"": 0.005547900104592829, ""Dst Port"": -3.4382921953135745e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Protocol"": 0.0005850005084544045, ""Dst Port"": -5.6321119529127085e-06, ""Flow Duration"": -9.109791281329174e-06, ""Reconstruction Error"": 0.027419688500602918}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0196075439453125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10852.055}",0.003761870569933,Brute Force -XSS
"{""Fwd Seg Size Min"": {""Bwd Pkt Len Min"": 0.0003016771595212885, ""Fwd Pkt Len Std"": 0.00010968912645014884, ""Down/Up Ratio"": 4.96255864154259e-05, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Protocol"": 0.0007500709797499428, ""Dst Port"": -7.933023104120322e-06, ""Flow Duration"": -5.565336011734277e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": -2.81509377784024e-06, ""Protocol"": -5.559064477273766e-06, ""Flow Duration"": 5.140260827649927e-06, ""Reconstruction Error"": 0.02741968873192796}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.019561767578125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10852.055}",0.0037840803819741,Brute Force -XSS
"{""Fwd Seg Size Min"": {""Protocol"": 6.037018432616633e-06, ""Flow Duration"": 1.643969570021061e-06, ""Tot Fwd Pkts"": 7.499193138979305e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Dst Port"": 9.474365745026795e-06, ""Protocol"": 1.3360040918320251e-06, ""Flow Duration"": 5.35667625294658e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": -9.306042739478623e-06, ""Protocol"": 3.2950922967909416e-06, ""Flow Duration"": -7.283756552770148e-06, ""Reconstruction Error"": 0.027419688500602918}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0196075439453125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10852.055}",0.0037449362200661,Brute Force -XSS
"{""Fwd Seg Size Min"": {""ECE Flag Cnt"": 0.009496234249079912, ""RST Flag Cnt"": 0.009474587951179605, ""Init Bwd Win Byts"": 0.007355755091277288, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""PSH Flag Cnt"": 0.0024043503462088727, ""Fwd Seg Size Min"": 0.001048308999274, ""Dst Port"": -5.967267595389507e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Bwd IAT Max"": 0.0003517240360328068, ""Bwd IAT Std"": 0.0003030072136316974, ""Bwd IAT Mean"": 0.00017526074318784492, ""Reconstruction Error"": 0.02741968873192796}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.019561767578125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10852.055}",0.0037202444512122,Brute Force -XSS
"{""Fwd Seg Size Min"": {""Dst Port"": -6.989054716887759e-06, ""Protocol"": -7.171817284842952e-06, ""Flow Duration"": 9.294253961235605e-07, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Bwd Pkt Len Min"": 0.00021902336385090225, ""Dst Port"": 2.933301088904385e-07, ""Protocol"": 4.110657166451062e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": 2.609434991847053e-06, ""Protocol"": -6.234481272567232e-06, ""Flow Duration"": -2.9709718784374566e-07, ""Reconstruction Error"": 0.027419688500602918}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0196075439453125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10852.055}",0.0037428035638268,Brute Force -XSS
"{""Fwd Seg Size Min"": {""Init Bwd Win Byts"": 0.0037884170057469746, ""PSH Flag Cnt"": 0.0032975978677109996, ""Fwd Seg Size Min"": 0.0024372884898661976, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""ECE Flag Cnt"": 0.00820982515789514, ""RST Flag Cnt"": 0.008185737291475079, ""Init Bwd Win Byts"": 0.003523168277764173, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Bwd Pkt Len Min"": 0.00018482087508517062, ""Dst Port"": -5.963457035458592e-06, ""Protocol"": 1.936557670762202e-06, ""Reconstruction Error"": 0.02741968873192796}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.019561767578125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10852.055}",0.0038775950895789,Brute Force -XSS
"{""Fwd Seg Size Min"": {""Dst Port"": 7.905889899444127e-06, ""Protocol"": -7.409761739975436e-06, ""Flow Duration"": -9.118179042303097e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Active Min"": 0.000106273351654672, ""Active Mean"": 0.00010405561400990155, ""Dst Port"": -5.170176761275755e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Init Fwd Win Byts"": 0.00013053585966923964, ""Dst Port"": -9.937968512747801e-06, ""Protocol"": -6.594581815000398e-06, ""Reconstruction Error"": 0.027419688500602918}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0196075439453125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10852.055}",0.0036907512925719,Brute Force -XSS
"{""Fwd Seg Size Min"": {""Dst Port"": 7.39978605641901e-06, ""Protocol"": 7.373260446655009e-06, ""Flow Duration"": -8.56232008944348e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Init Bwd Win Byts"": 0.001900004871208216, ""Protocol"": 0.0007323293598766206, ""Init Fwd Win Byts"": 0.00014090581843337335, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Bwd IAT Tot"": 0.000382665979822625, ""Bwd IAT Max"": 0.0003814100762801721, ""Bwd IAT Mean"": 0.00020354766357230398, ""Reconstruction Error"": 0.02741968873192796}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.019561767578125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10852.055}",0.0037871252804244,Brute Force -XSS
"{""Fwd Seg Size Min"": {""Bwd IAT Mean"": 0.0001420451257277482, ""Protocol"": -6.194858671816663e-06, ""Flow Duration"": -5.670226961062248e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Dst Port"": 4.7454787732741e-06, ""Protocol"": -7.942536376936318e-06, ""Flow Duration"": 3.2348263821642716e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": 9.214595477319228e-06, ""Protocol"": -2.4575780690914905e-06, ""Flow Duration"": -7.429209740504018e-06, ""Reconstruction Error"": 0.027419688500602918}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0196075439453125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10852.055}",0.0037214754064197,Brute Force -XSS
"{""Fwd Seg Size Min"": {""Fwd Seg Size Min"": 0.0018729651314758687, ""Bwd IAT Tot"": 0.0005358390535169007, ""Bwd IAT Min"": 0.0002228205334045155, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Dst Port"": 3.4080392461981283e-06, ""Protocol"": 8.522821796937648e-06, ""Flow Duration"": 6.72057636011496e-07, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Protocol"": 0.0022163948837918444, ""Dst Port"": 8.902318017856194e-06, ""Flow Duration"": -4.516455065192436e-06, ""Reconstruction Error"": 0.02741968873192796}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.019561767578125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10852.055}",0.0037617861876626,Brute Force -XSS
"{""Fwd Seg Size Min"": {""RST Flag Cnt"": 0.005386348030237332, ""ECE Flag Cnt"": 0.0053748720445064065, ""Dst Port"": -1.6043526752693775e-07, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Dst Port"": 3.033984612233055e-06, ""Protocol"": -5.788954422811926e-06, ""Flow Duration"": 2.764847198794675e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""ECE Flag Cnt"": 0.007134020059483714, ""RST Flag Cnt"": 0.00708010217117927, ""Init Bwd Win Byts"": 0.00596932735147614, ""Reconstruction Error"": 0.027419688500602918}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.0196075439453125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10852.055}",0.0037682819024137,Brute Force -XSS
"{""Fwd Seg Size Min"": {""Init Fwd Win Byts"": 0.00022489435797849733, ""Dst Port"": -7.148006836620217e-06, ""Protocol"": -8.101788449624045e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Init Bwd Win Byts"": 0.0048032746617391155, ""PSH Flag Cnt"": 0.003311998720624265, ""Fwd Seg Size Min"": 0.002225751665799123, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": 7.765687635489966e-06, ""Protocol"": -9.450975616472873e-06, ""Flow Duration"": 5.491916780846728e-07, ""Reconstruction Error"": 0.02741968873192796}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.019561767578125}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10852.055}",0.0037926250033809,Brute Force -XSS
